key_resp.keys,key_resp.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,ISI,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,leftImg,rightImg,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_15.keys,key_resp_15.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,leftimg,rightimg,key_resp_16.keys,key_resp_16.rt,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block2.ran,key_resp_4.keys,key_resp_4.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,colorLoop.thisRepN,colorLoop.thisTrialN,colorLoop.thisN,colorLoop.thisIndex,colorLoop.ran,left,right,middleStim,cue,shapeLoop.thisRepN,shapeLoop.thisTrialN,shapeLoop.thisN,shapeLoop.thisIndex,shapeLoop.ran,LoopSelectFreqNumber.thisRepN,LoopSelectFreqNumber.thisTrialN,LoopSelectFreqNumber.thisN,LoopSelectFreqNumber.thisIndex,LoopSelectFreqNumber.ran,numFreq
space,5.5039,m,11.3928,z,2.2585,space,2.8289,1.248496994,z,1,0.6689,0,0,0,2,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/RedRabbit.png,z,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.22244489,m,1,0.544,0,1,1,1,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/BlueBoat.png,m,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.372745491,z,0,0.5336,0,2,2,0,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/RedBoat.png,m,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.408817635,z,1,0.8814,0,3,3,3,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/BlueRabbit.png,z,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,space,2.2862,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.6153,1.168336673,,,,,,,,,,,resources/assets/BlueRabbit.png,m,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,z,5.0838,m,4.3063,m,1,0.624,0,0,0,3,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.408817635,,,,,,,,,,,resources/assets/RedBoat.png,z,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,z,1,0.651,0,1,1,0,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.023046092,,,,,,,,,,,resources/assets/RedRabbit.png,z,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,z,1,0.7004,0,2,2,2,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.233466934,,,,,,,,,,,resources/assets/BlueBoat.png,m,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,m,1,0.7444,0,3,3,1,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,space,2.2689,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1.0411,1.30761523,,,,,,,,,,,,z,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.3473,z,1,0.6382,0,0,0,6,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.230460922,,,,,,,,,,,,m,11,001,2021-07-17_15h31.02.909,ft-dccs-o_s1_r1_e1,2021.1.4,Win32,60.33182504,120022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.661,0,1,1,5,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,COLOR,,,,,,,,,,,
