key_resp.keys,key_resp.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,ISI,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,leftImg,rightImg,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_15.keys,key_resp_15.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,leftimg,rightimg,key_resp_16.keys,key_resp_16.rt,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block2.ran,key_resp_4.keys,key_resp_4.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,colorLoop.thisRepN,colorLoop.thisTrialN,colorLoop.thisN,colorLoop.thisIndex,colorLoop.ran,left,right,middleStim,cue,shapeLoop.thisRepN,shapeLoop.thisTrialN,shapeLoop.thisN,shapeLoop.thisIndex,shapeLoop.ran,LoopSelectFreqNumber.thisRepN,LoopSelectFreqNumber.thisTrialN,LoopSelectFreqNumber.thisN,LoopSelectFreqNumber.thisIndex,LoopSelectFreqNumber.ran,numFreq
,,,,,,,,1.047094188,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.357,0,0,0,0,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.396793587,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.317,0,1,1,3,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.176352705,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.056,0,2,2,1,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.356713427,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.364,,,,,,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowTruck.png,SHAPE,0,0,0,3,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,1,1,2
,,,,,,,,1.301603206,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.352,0,0,0,7,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.271543086,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,0,0.258,0,1,1,5,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.184368737,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.048,0,2,2,0,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.111222445,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.099,0,3,3,4,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.400801603,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.597,0,4,4,1,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.104208417,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.922,,,,,,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowTruck.png,SHAPE,0,0,0,3,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,1,4
,,,,,,,,1.014028056,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.082,0,0,0,6,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.001002004,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.149,0,1,1,1,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.421843687,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.334,,,,,,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/YellowBall.png,SHAPE,0,0,0,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,0,1,1
,,,,,,,,1.062124248,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.082,0,0,0,4,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.422845691,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,1,0.256,0,1,1,2,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.414829659,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.173,0,2,2,0,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueBall.png,COLOR,,,,,,,,,,,
,,,,,,,,1.087174349,,,,,,,,,,,,z,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.031,0,3,3,6,1,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueTruck.png,COLOR,,,,,,,,,,,
,,,,,,,,1.169338677,,,,,,,,,,,,m,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.19,,,,,,resources/assets/BlueBallWhite.png,resources/assets/YellowTruckWhite.png,resources/assets/BlueTruck.png,SHAPE,0,0,0,2,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,7,001,2021-07-07_19h47.37.824,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,55.55555556,120011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,2,1,3
