key_resp.keys,key_resp.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_2.keys,key_resp_2.rt,ISI,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,leftImg,rightImg,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_15.keys,key_resp_15.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_12.keys,key_resp_12.corr,key_resp_12.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,leftimg,rightimg,key_resp_16.keys,key_resp_16.rt,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block2.ran,key_resp_4.keys,key_resp_4.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,colorLoop.thisRepN,colorLoop.thisTrialN,colorLoop.thisN,colorLoop.thisIndex,colorLoop.ran,left,right,middleStim,cue,shapeLoop.thisRepN,shapeLoop.thisTrialN,shapeLoop.thisN,shapeLoop.thisIndex,shapeLoop.ran,LoopSelectFreqNumber.thisRepN,LoopSelectFreqNumber.thisTrialN,LoopSelectFreqNumber.thisN,LoopSelectFreqNumber.thisIndex,LoopSelectFreqNumber.ran,numFreq
space,1.18911,m,1.527565,z,0.8901,space,0.92503,1.158316633,z,1,1.30019,0,0,0,3,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/BlueRabbit.png,z,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.343687375,m,1,0.722235,0,1,1,1,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/BlueBoat.png,m,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.012024048,m,1,0.960155,0,2,2,0,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/RedBoat.png,m,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.335671343,z,1,0.68949,0,3,3,2,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,resources/assets/RedRabbit.png,z,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,space,0.934665,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.96983,1.470941884,,,,,,,,,,,resources/assets/RedBoat.png,z,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,z,5.511665,m,1.575135,z,1,1.4473,0,0,0,0,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.19739479,,,,,,,,,,,resources/assets/BlueBoat.png,m,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,m,1,1.090925,0,1,1,1,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.031062124,,,,,,,,,,,resources/assets/RedRabbit.png,z,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,z,1,0.875465,0,2,2,2,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.438877756,,,,,,,,,,,resources/assets/BlueRabbit.png,m,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,m,1,1.01611,0,3,3,3,1,resources/assets/RedRabbitWhite.png,resources/assets/BlueBoatWhite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9,001,2021-07-11_21h29.53.143,ft-dccs-o_s1_r1_e1,2021.1.4,MacIntel,59.99880002,120019,,,,,,,,,,,,,,,,,,,,,,space,0.933025,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
