key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,7.392,z,2.067,m,3.734,m,2.477,z,1.002,space,1.504,space,8.61,1.451903808,z,1,0.887,0,0,0,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.210420842,z,0,1.34,0,1,1,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.046092184,m,0,1.347,0,2,2,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.24749499,z,0,1.105,0,3,3,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,space,2.118,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,space,1.445,1.305611222,z,0,1.087,0,0,0,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.26753507,z,1,1.345,0,1,1,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.309619238,z,1,0.871,0,2,2,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.144288577,m,1,1.089,0,3,3,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,001,2021-10-09_18h30.05.044,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120075,space,1.936,1,0,1,0,1,,,,,,,
