key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,10.8266,z,7.6972,m,0.974,m,6.6219,z,0.8024,space,12.1909,space,11.805,1.347695391,m,1,0.8304,0,0,0,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.271543086,m,1,0.7614,0,1,1,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.073146293,z,1,0.5528,0,2,2,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.234468938,z,1,0.5851,0,3,3,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,space,3.5021,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.410821643,m,1,0.5883,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,space,7.6958,0,0,0,7,1
,,,,,,,,,,,,,,1.49498998,z,1,0.5132,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,0,1,1,16,1
,,,,,,,,,,,,,,1.142284569,m,1,0.4709,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,0,2,2,5,1
,,,,,,,,,,,,,,1.249498998,z,1,0.4075,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,0,3,3,1,1
,,,,,,,,,,,,,,1.450901804,z,1,0.5678,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,0,4,4,19,1
,,,,,,,,,,,,,,1.320641283,m,1,0.4434,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,34,001,2021-10-01_20h03.35.715,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.1612321,120069,,,,,,,,,,0,5,5,4,1
