key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,12.074,z,2.108,m,1.584,m,1.595,z,0.99,space,2.076,space,3.518,1.462925852,z,1,1.289,0,0,0,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.280561122,z,1,0.779,0,1,1,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.094188377,m,1,0.517,0,2,2,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.04008016,m,1,0.643,0,3,3,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,space,2.178,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.121242485,z,0,0.511,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,space,1.103,0,0,0,9,1
,,,,,,,,,,,,,,1.389779559,m,1,0.752,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,0,1,1,10,1
,,,,,,,,,,,,,,1.415831663,m,1,0.579,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,0,2,2,13,1
,,,,,,,,,,,,,,1.130260521,m,1,0.723,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,0,3,3,4,1
,,,,,,,,,,,,,,1.385771543,m,1,0.671,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,30,001,2021-09-16_17h19.05.156,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,62.5,120061,,,,,,,,,,0,4,4,12,1
