key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,3.1183,z,2.3297,m,1.5081,m,0.9841,z,0.8664,space,0.9823,space,2.6427,1.319639279,z,1,1.3704,0,0,0,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.369739479,m,1,1.335,0,1,1,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.012024048,z,1,0.5638,0,2,2,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.443887776,m,1,0.65,0,3,3,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,space,1.3644,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.359719439,m,1,0.7666,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,space,3.2965,0,0,0,10,1
,,,,,,,,,,,,,,1.241482966,z,1,0.7865,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,0,1,1,17,1
,,,,,,,,,,,,,,1.051102204,m,1,0.5729,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,0,2,2,5,1
,,,,,,,,,,,,,,1.02004008,z,1,0.5217,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,0,3,3,1,1
,,,,,,,,,,,,,,1.127254509,z,1,0.6587,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,42,001,2021-10-17_10h34.13.636,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,59.97361161,120090,,,,,,,,,,0,4,4,18,1
