key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,30.8433,z,4.6301,m,1.0819,m,2.1086,z,0.6518,space,3.0388,space,10.7346,1.448897796,z,1,0.9035,0,0,0,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.251503006,m,1,0.5847,0,1,1,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.473947896,m,1,0.7513,0,2,2,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.063126253,z,1,1.0903,0,3,3,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,space,2.2392,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.119238477,m,1,0.5745,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,space,10.2055,0,0,0,13,1
,,,,,,,,,,,,,,1.041082164,m,1,0.5125,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,0,1,1,4,1
,,,,,,,,,,,,,,1.333667335,z,1,0.56,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,0,2,2,17,1
,,,,,,,,,,,,,,1.400801603,z,1,0.5905,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,0,3,3,15,1
,,,,,,,,,,,,,,1.079158317,z,1,0.4854,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,0,4,4,1,1
,,,,,,,,,,,,,,1.122244489,m,1,0.423,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,32,001,2021-09-29_23h40.48.757,ft-flanker-o_s1_r1_e1,2021.1.4,Win32,60.47046018,120065,,,,,,,,,,0,5,5,5,1
