key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,10.07,z,2.519,m,1.154,m,0.921,z,0.575,space,3.529,space,10.159,1.427855711,z,1,1.005,0,0,0,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.462925852,m,1,0.692,0,1,1,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.336673347,m,1,0.56,0,2,2,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.072144289,z,1,0.377,0,3,3,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,space,1.809,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.263527054,m,1,0.459,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,space,8.774,0,0,0,4,1
,,,,,,,,,,,,,,1.483967936,m,1,0.599,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,0,1,1,11,1
,,,,,,,,,,,,,,1.28757515,z,0,0.497,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,0,2,2,9,1
,,,,,,,,,,,,,,1.166332665,m,1,0.599,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,0,3,3,8,1
,,,,,,,,,,,,,,1.069138277,z,1,0.624,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,13,001,2021-07-22_12h49.12.233,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120031,,,,,,,,,,0,4,4,14,1
