key_resp_10.keys,key_resp_10.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_11.keys,key_resp_11.rt,key_resp_16.keys,key_resp_16.rt,ISI,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,left_arrow,right_arrow,empty,middle,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,id,key_resp_18.keys,key_resp_18.rt,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,key_resp_9.keys,key_resp_9.rt,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
space,19.378,z,4.176,m,2.535,m,11.22,z,3.891,space,6.214,space,17.954,1.245490982,m,1,1.093,0,0,0,2,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.141282565,m,1,0.892,0,1,1,1,1,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.410821643,z,1,0.835,0,2,2,3,1,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.323647295,z,1,0.918,0,3,3,0,1,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,space,2.426,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,1.334669339,z,1,1.448,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,space,7.968,0,0,0,14,1
,,,,,,,,,,,,,,1.093186373,m,1,1.364,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,1,1,7,1
,,,,,,,,,,,,,,1.102204409,z,1,0.611,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,2,2,2,1
,,,,,,,,,,,,,,1.263527054,m,1,0.62,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,3,3,10,1
,,,,,,,,,,,,,,1.042084168,z,0,0.601,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_left.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,4,4,3,1
,,,,,,,,,,,,,,1.103206413,z,1,0.633,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,5,5,16,1
,,,,,,,,,,,,,,1.081162325,z,1,0.588,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,6,6,15,1
,,,,,,,,,,,,,,1.154308617,m,1,0.685,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,7,7,13,1
,,,,,,,,,,,,,,1.362725451,z,1,0.519,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,8,8,0,1
,,,,,,,,,,,,,,1.390781563,m,1,0.659,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,9,9,9,1
,,,,,,,,,,,,,,1.037074148,z,1,0.799,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,10,10,18,1
,,,,,,,,,,,,,,1.029058116,m,1,0.526,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,11,11,5,1
,,,,,,,,,,,,,,1.250501002,z,1,0.519,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_left_empty.png,img/congruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,12,12,1,1
,,,,,,,,,,,,,,1.220440882,m,1,0.587,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,13,13,8,1
,,,,,,,,,,,,,,1.172344689,m,1,0.787,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,14,14,12,1
,,,,,,,,,,,,,,1.077154309,m,1,0.528,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,15,15,4,1
,,,,,,,,,,,,,,1.20741483,z,1,0.618,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,16,16,17,1
,,,,,,,,,,,,,,1.478957916,z,1,0.694,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_left_empty.png,img/incongruent_left.png,z,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,17,17,19,1
,,,,,,,,,,,,,,1.300601202,m,1,1.185,,,,,,img/left_arrow.png,img/right_arrow.png,img/congruent_right_empty.png,img/congruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,18,18,6,1
,,,,,,,,,,,,,,1.405811623,m,1,0.669,,,,,,img/left_arrow.png,img/right_arrow.png,img/incongruent_right_empty.png,img/incongruent_right.png,m,11,001,2021-07-16_17h34.53.375,ft-flanker-o_s1_r1_e1,2021.1.4,MacIntel,58.82352941,120026,,,,,,,,,,0,19,19,11,1
